"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|ArterialBlood|Plasma|Aciclovir|Concentration in container [µmol/l]","Organism|ArterialBlood|Plasma|Aciclovir|Plasma Unbound [µmol/l]","Organism|ArterialBlood|BloodCells|Aciclovir|Concentration in container [µmol/l]","Organism|ArterialBlood|Aciclovir|Whole Blood [µmol/l]"
5,1875,0.09828573,0.08497909,0.0738817,0.05172165,0.0693481
5,1890,0.09258717,0.07990958,0.06947421,0.04863567,0.06521083
5,1905,0.0872328,0.07515387,0.06533955,0.04574073,0.06132969
5,1920,0.08220132,0.07069217,0.06146051,0.04302478,0.0576885
5,1935,0.07747246,0.06650566,0.0578207,0.04047635,0.05427188
5,1950,0.07302739,0.06257684,0.05440495,0.03808481,0.05106559
5,1965,0.06884857,0.05888948,0.05119912,0.03584027,0.04805635
5,1980,0.06491935,0.05542815,0.0481898,0.03373332,0.04523158
5,1995,0.06122442,0.05217869,0.04536469,0.03175536,0.04257972
5,2010,0.05774923,0.04912766,0.0427121,0.0298982,0.04008982
5,2025,0.0544802,0.04626253,0.04022112,0.0281542,0.03775162
5,2040,0.05140474,0.0435717,0.03788168,0.02651631,0.03555566
5,2055,0.04851088,0.04104413,0.03568419,0.02497781,0.03349296
5,2070,0.04578752,0.03866964,0.03361978,0.02353249,0.03155518
5,2085,0.04322425,0.03643865,0.03168014,0.02217454,0.02973451
5,2100,0.04081124,0.03434214,0.02985741,0.02089845,0.0280236
5,2115,0.03853942,0.03237181,0.02814439,0.01969917,0.02641567
5,2130,0.03640015,0.03051975,0.02653419,0.01857188,0.02490425
5,2145,0.03438539,0.02877861,0.02502042,0.01751211,0.02348336
5,2160,0.03248765,0.02714154,0.02359714,0.0165157,0.0221474
5,2175,0.03069979,0.02560206,0.0222587,0.01557869,0.02089108
5,2190,0.02901524,0.02415418,0.02099989,0.01469744,0.01970951
5,2205,0.02742778,0.02279222,0.01981579,0.0138685,0.01859807
5,2220,0.02593155,0.02151089,0.01870179,0.01308863,0.01755242
5,2235,0.02452113,0.02030526,0.0176536,0.01235484,0.01656856
5,2250,0.02319137,0.01917067,0.01666718,0.0116643,0.01564267
5,2265,0.02193747,0.01810277,0.01573874,0.01101435,0.01477122
5,2280,0.02075493,0.01709752,0.01486476,0.01040254,0.01395088
5,2295,0.01963948,0.01615105,0.01404189,0.009826506,0.01317852
5,2310,0.0185872,0.01525984,0.01326707,0.009284108,0.01245125
5,2325,0.01759432,0.01442051,0.01253734,0.008773287,0.01176632
5,2340,0.01665736,0.01362991,0.01184999,0.008292129,0.01112115
5,2355,0.01577303,0.01288512,0.01120246,0.007838854,0.01051338
5,2370,0.01493824,0.01218336,0.01059234,0.007411767,0.009940709
5,2385,0.0141501,0.01152204,0.01001738,0.007009302,0.009401054
5,2400,0.01340588,0.01089875,0.009475484,0.006629979,0.008892426
5,2415,0.01270302,0.01031119,0.008964652,0.006272405,0.008412959
5,2430,0.01203914,0.00975724,0.008483046,0.005935291,0.007960924
5,2445,0.01141196,0.009234892,0.00802891,0.005617409,0.007534675
5,2460,0.01081938,0.008742264,0.007600615,0.005317616,0.00713268
5,2475,0.01025939,0.0082776,0.007196631,0.005034843,0.006753504
5,2490,0.009730115,0.007839232,0.006815508,0.004768075,0.006395788
5,2505,0.009229809,0.00742562,0.00645591,0.004516375,0.006058275
5,2520,0.008756807,0.007035297,0.00611656,0.00427885,0.005739767
5,2535,0.008309548,0.006666893,0.005796266,0.004054664,0.005439145
5,2550,0.007886576,0.00631913,0.005493917,0.003843041,0.005155369
5,2565,0.007486503,0.005990793,0.005208457,0.003643241,0.004887444
5,2580,0.00710804,0.005680752,0.004938904,0.003454576,0.004634449
5,2595,0.006749965,0.005387941,0.004684332,0.003276398,0.004395516
5,2610,0.006411125,0.005111356,0.004443866,0.003108095,0.004169824
5,2625,0.006090449,0.004850064,0.004216696,0.002949099,0.003956611
5,2640,0.005786912,0.004603177,0.004002049,0.002798869,0.003755152
5,2655,0.005499557,0.004369863,0.003799204,0.0026569,0.003564771
5,2670,0.005227485,0.004149346,0.003607484,0.00252272,0.003384831
5,2685,0.004969842,0.003940886,0.003426248,0.002395877,0.003214732
5,2700,0.004725834,0.003743801,0.003254899,0.002275956,0.003053914
5,2715,0.004494703,0.003557436,0.003092872,0.002162559,0.002901844
5,2730,0.004275737,0.003381182,0.002939634,0.002055316,0.002758025
5,2745,0.004068272,0.003214467,0.002794691,0.001953877,0.00262199
5,2760,0.003871672,0.003056749,0.002657569,0.001857913,0.002493296
5,2775,0.003685345,0.00290752,0.002527828,0.001767116,0.00237153
5,2790,0.00350873,0.002766303,0.002405052,0.001681194,0.002256302
5,2805,0.003341296,0.002632645,0.002288848,0.001599872,0.002147242
5,2820,0.003182547,0.002506126,0.002178852,0.001522895,0.002044007
5,2835,0.003032011,0.002386344,0.002074712,0.001450017,0.001946271
5,2850,0.002889245,0.002272925,0.001976104,0.001381011,0.001853725
5,2865,0.00275383,0.002165515,0.001882721,0.001315662,0.001766084
5,2880,0.00262537,0.002063779,0.001794271,0.001253766,0.001683073
6,0,0,0,0,0,0
6,3,14.97025,15.38589,13.46086,9.691846,12.70969
6,6,13.45518,12.52671,10.95941,7.696103,10.25633
6,9,11.61291,9.874839,8.639332,6.050702,8.077495
6,12,9.821781,8.018769,7.015487,4.911363,6.558289
6,15,8.310702,6.736599,5.893738,4.124824,5.509065
6,18,7.116236,5.833409,5.103551,3.571091,4.770119
6,21,6.20156,5.186283,4.537393,3.174658,4.240819
6,24,5.51172,4.715297,4.125335,2.886371,3.855702
6,27,4.99426,4.366879,3.82051,2.673287,3.570891
6,30,4.60546,4.104585,3.591032,2.512993,3.356537
6,33,4.311228,3.903185,3.414831,2.389994,3.191985
6,36,4.085902,3.745086,3.276513,2.293486,3.062834
6,39,3.910466,3.617997,3.165325,2.215929,2.959025
6,42,3.771091,3.513247,3.073681,2.152009,2.873465
6,45,3.657798,3.424689,2.996203,2.097965,2.801129
6,48,3.563391,3.347963,2.929076,2.051127,2.73845
6,51,3.482723,3.279969,2.86959,2.009604,2.682898
6,54,3.412109,3.218483,2.815797,1.972038,2.632654
6,57,3.348889,3.161897,2.76629,1.937448,2.586406
6,60,3.291158,3.109057,2.720062,1.905132,2.543212
6,63,3.237565,3.059143,2.676393,1.874591,2.502403
6,66,3.187141,3.011555,2.634759,1.845463,2.463492
6,69,3.139183,2.96585,2.594773,1.817477,2.426115
6,72,3.093176,2.921702,2.556148,1.790435,2.390007
6,75,3.048751,2.87887,2.518675,1.764194,2.354972
6,78,3.00564,2.837177,2.482199,1.738647,2.320868
6,81,2.963647,2.796488,2.446601,1.71371,2.287583
6,84,2.922621,2.756698,2.411789,1.689322,2.255031
6,87,2.882453,2.717726,2.377693,1.665432,2.223148
6,90,2.843054,2.679506,2.344255,1.642003,2.191879
6,93,2.80436,2.641989,2.311432,1.619003,2.161186
6,96,2.766327,2.605138,2.279191,1.596411,2.131036
6,99,2.728918,2.568919,2.247504,1.574206,2.101404
6,102,2.692103,2.533307,2.216347,1.552373,2.072268
6,105,2.655857,2.498276,2.185699,1.530896,2.043607
6,108,2.620158,2.463806,2.155543,1.509764,2.015406
6,111,2.584988,2.429879,2.125861,1.488965,1.987649
6,114,2.550331,2.39648,2.09664,1.468489,1.960324
6,117,2.516176,2.363593,2.067868,1.448328,1.933419
6,120,2.48251,2.331207,2.039534,1.428474,1.906922
6,135,2.321185,2.176387,1.904084,1.333571,1.780263
6,150,2.170779,2.032551,1.778244,1.245409,1.662594
6,165,2.030433,1.898717,1.661156,1.163385,1.553111
6,180,1.899417,1.774067,1.552101,1.086994,1.451143
6,195,1.777066,1.657881,1.450452,1.015794,1.3561
6,210,1.662778,1.549525,1.355653,0.9493951,1.267464
6,225,1.556004,1.448432,1.267209,0.8874489,1.18477
6,240,1.456237,1.354089,1.18467,0.8296396,1.107598
6,255,1.363003,1.266022,1.107621,0.7756767,1.03556
6,270,1.275863,1.183797,1.035684,0.7252944,0.9683006
6,285,1.194413,1.107015,0.9685089,0.6782479,0.9054945
6,300,1.118274,1.035307,0.9057729,0.6343106,0.8468388
6,315,1.047093,0.9683299,0.8471757,0.5932722,0.7920528
6,330,0.9805409,0.9057652,0.7924388,0.5549377,0.7408763
6,345,0.918312,0.8473167,0.7413033,0.5191255,0.6930668
6,360,0.8601205,0.7927094,0.6935282,0.4856669,0.6483995
6,375,0.8057004,0.7416869,0.6488895,0.454405,0.6066644
6,390,0.7548027,0.6940103,0.607178,0.4251932,0.5676662
6,405,0.7071959,0.649457,0.568199,0.3978952,0.5312229
6,420,0.6626637,0.6078196,0.5317712,0.3723839,0.4971648
6,435,0.6210038,0.5689045,0.497725,0.3485406,0.4653335
6,450,0.5820276,0.5325309,0.4659024,0.3262546,0.4355811
6,465,0.545559,0.4985303,0.4361558,0.3054227,0.4077697
6,480,0.511434,0.4667458,0.4083481,0.2859485,0.3817711
6,495,8.790213,7.173617,6.276077,4.39256,5.86652
6,510,5.055065,4.513834,3.949078,2.763716,3.691279
6,525,4.07944,3.807959,3.33152,2.332769,3.11462
6,540,3.686577,3.468017,3.03411,2.125041,2.836818
6,555,3.419698,3.21514,2.812872,1.970203,2.63002
6,570,3.191049,2.99453,2.619864,1.834994,2.449548
6,585,2.982358,2.793428,2.443923,1.711712,2.285022
6,600,2.788879,2.607767,2.281491,1.597899,2.133129
6,615,2.608697,2.435552,2.130824,1.492339,1.992242
6,630,2.440645,2.275453,1.990756,1.394213,1.86127
6,645,2.283758,2.126395,1.860348,1.302862,1.739335
6,660,2.13724,1.987495,1.738826,1.217741,1.625711
6,675,2.000376,1.857981,1.625517,1.138376,1.519767
6,690,1.87249,1.737154,1.519807,1.064336,1.420929
6,705,1.752966,1.624385,1.421147,0.9952356,1.328685
6,720,1.641248,1.51911,1.329044,0.9307289,1.242571
6,735,1.536816,1.420811,1.243044,0.8704978,1.162164
6,750,1.439179,1.329007,1.162726,0.8142468,1.08707
6,765,1.347886,1.243255,1.087703,0.7617049,1.016927
6,780,1.262517,1.163148,1.017618,0.7126217,0.9514005
6,795,1.182681,1.088304,0.9521393,0.6667643,0.8901806
6,810,1.108012,1.018372,0.8909567,0.6239161,0.8329778
6,825,1.038169,0.9530227,0.8337836,0.5838763,0.7795238
6,840,0.9728351,0.8919508,0.7803528,0.5464573,0.7295688
6,855,0.9117139,0.8348716,0.7304152,0.5114849,0.6828799
6,870,0.8545282,0.7815198,0.6837386,0.4787964,0.6392398
6,885,0.8010201,0.7316479,0.6401065,0.4482402,0.5984462
6,900,0.7509487,0.6850257,0.5993175,0.4196751,0.5603109
6,915,0.7040892,0.641438,0.5611834,0.3929694,0.5246578
6,930,0.6602317,0.6006846,0.525529,0.3680004,0.4913231
6,945,0.6191801,0.5625781,0.4921902,0.3446531,0.4601534
6,960,0.5807512,0.5269438,0.4610143,0.3228206,0.4310059
6,975,8.855484,7.230217,6.325595,4.427226,5.912811
6,990,5.116542,4.567033,3.995621,2.7963,3.734789
6,1005,4.13735,3.857987,3.375288,2.363411,3.155536
6,1020,3.741137,3.515061,3.075269,2.153856,2.875295
6,1035,3.471107,3.259389,2.851585,1.997304,2.666209
6,1050,3.239465,3.036136,2.656265,1.860477,2.483576
6,1065,3.028003,2.832578,2.478175,1.735691,2.317041
6,1080,2.83192,2.644614,2.313728,1.620467,2.163265
6,1095,2.649283,2.470233,2.161165,1.513579,2.020606
6,1110,2.478914,2.308096,2.019314,1.414205,1.887967
6,1125,2.31985,2.157126,1.887233,1.321683,1.764468
6,1140,2.171287,2.01643,1.764141,1.235462,1.649375
6,1155,2.032494,1.885228,1.649354,1.155062,1.54205
6,1170,1.902792,1.762813,1.542256,1.08005,1.441915
6,1185,1.781567,1.648558,1.442296,1.01004,1.348454
6,1200,1.668247,1.541886,1.34897,0.9446776,1.261198
6,1215,1.562302,1.442272,1.26182,0.8836408,1.179715
6,1230,1.463242,1.349232,1.180421,0.8266329,1.103611
6,1245,1.37061,1.26232,1.104383,0.7733801,1.032518
6,1260,1.28398,1.181121,1.033343,0.7236286,0.9660997
6,1275,1.202955,1.105252,0.9669663,0.6771426,0.9040405
6,1290,1.127166,1.034355,0.9049395,0.6337035,0.8460486
6,1305,1.056269,0.9680977,0.8469725,0.5931078,0.7918524
6,1320,0.9899409,0.906172,0.7927947,0.5551659,0.7411991
6,1335,0.9278821,0.8482891,0.7421539,0.5197012,0.6938528
6,1350,0.8698127,0.7941809,0.6948156,0.4865494,0.6495941
6,1365,0.8154717,0.7435976,0.6505611,0.4555575,0.6082187
6,1380,0.7646148,0.6963057,0.6091862,0.4265822,0.5695357
6,1395,0.7170152,0.6520883,0.5705012,0.3994909,0.5333675
6,1410,0.6724597,0.6107421,0.534328,0.3741587,0.4995479
6,1425,0.6307498,0.5720774,0.5005009,0.3504696,0.4679217
6,1440,0.5916994,0.535917,0.4688649,0.3283149,0.4383441
6,1455,0.5551355,0.5020962,0.4392755,0.3075936,0.41068
6,1470,0.5208964,0.4704606,0.4115981,0.2882113,0.3848034
6,1485,0.4888309,0.4408668,0.385707,0.2700801,0.3605971
6,1500,0.4587983,0.4131808,0.3614849,0.2531177,0.3379512
6,1515,0.4306666,0.3872773,0.3388224,0.2372476,0.3167633
6,1530,0.4043131,0.3630397,0.3176173,0.2223981,0.2969381
6,1545,0.3796229,0.3403589,0.2977743,0.2085025,0.2783864
6,1560,0.3564879,0.3191326,0.2792037,0.195498,0.2610244
6,1575,0.3348088,0.2992664,0.2618232,0.183327,0.2447749
6,1590,0.3144909,0.2806709,0.2455543,0.1719344,0.2295648
6,1605,0.2954464,0.263263,0.2303243,0.1612694,0.215326
6,1620,0.2775942,0.2469656,0.2160661,0.151285,0.2019957
6,1635,0.2608568,0.2317059,0.2027156,0.1419362,0.1895142
6,1650,0.2451634,0.2174169,0.1902144,0.1331822,0.1778266
6,1665,0.2304468,0.2040351,0.1785069,0.1249841,0.1668811
6,1680,0.2166446,0.1915017,0.1675417,0.1173057,0.1566296
6,1695,0.2036987,0.179762,0.1572708,0.1101136,0.1470273
6,1710,0.1915541,0.1687643,0.1476491,0.1033761,0.1380319
6,1725,0.1801603,0.1584609,0.1386348,0.09706401,0.1296044
6,1740,0.1694693,0.1488068,0.1301886,0.09114973,0.121708
6,1755,0.1594363,0.13976,0.1222737,0.08560751,0.1143083
6,1770,0.1500201,0.1312816,0.1148561,0.08041357,0.1073736
6,1785,0.1411813,0.1233348,0.1079036,0.07554529,0.1008737
6,1800,0.1328834,0.1158855,0.1013863,0.0709818,0.09478077
6,1815,0.1250925,0.1089018,0.09527636,0.06670357,0.08906862
6,1830,0.1177763,0.1023536,0.08954746,0.06269217,0.08371273
6,1845,0.1109052,0.09621331,0.08417542,0.05893066,0.07869046
6,1860,0.1044512,0.09045466,0.07913727,0.05540296,0.07398036
6,1875,0.09838818,0.0850533,0.07441171,0.05209417,0.06956251
6,1890,0.09269169,0.07998654,0.06997889,0.04899036,0.06541834
6,1905,0.08733873,0.07523295,0.06582005,0.0460784,0.06153031
6,1920,0.08230806,0.07077275,0.0619179,0.0433462,0.05788228
6,1935,0.0775795,0.06658723,0.05825606,0.04078228,0.05445891
6,1950,0.07313427,0.06265897,0.05481928,0.03837595,0.05124595
6,1965,0.0689549,0.05897174,0.05159339,0.0361173,0.04823015
6,1980,0.06502478,0.05551021,0.04856496,0.0339969,0.04539895
6,1995,0.06132865,0.05226024,0.04572161,0.03200612,0.04274081
6,2010,0.057852,0.04920844,0.04305164,0.03013674,0.04024474
6,2025,0.05458131,0.04634231,0.04054412,0.02838111,0.03790055
6,2040,0.05150398,0.04365028,0.0381889,0.02673212,0.03569875
6,2055,0.04860809,0.04112135,0.03597638,0.02518306,0.03363035
6,2070,0.0458826,0.03874535,0.03389766,0.02372769,0.03168705
6,2085,0.04331708,0.03651274,0.03194439,0.02236015,0.02986102
6,2100,0.04090175,0.03441453,0.0301087,0.02107494,0.02814492
6,2115,0.03862754,0.03244241,0.02838332,0.01986698,0.02653196
6,2130,0.03648582,0.03058849,0.02676136,0.01873143,0.02501567
6,2145,0.03446861,0.02884547,0.02523642,0.01766381,0.02359009
6,2160,0.03256837,0.02720648,0.02380249,0.01665992,0.02224959
6,2175,0.03077802,0.02566505,0.02245392,0.01571579,0.0209889
6,2190,0.029091,0.02421522,0.02118549,0.01482778,0.01980312
6,2205,0.02750106,0.02285131,0.01999222,0.01399239,0.01868762
6,2220,0.02600239,0.02156803,0.01886951,0.0132064,0.01763807
6,2235,0.02458955,0.02036048,0.01781304,0.0124668,0.01665045
6,2250,0.0232574,0.01922397,0.01681873,0.01177071,0.01572094
6,2265,0.02200117,0.01815421,0.01588281,0.01111551,0.01484602
6,2280,0.02081632,0.01714709,0.0150017,0.01049869,0.01402234
6,2295,0.01969863,0.01619882,0.01417208,0.009917905,0.01324679
6,2310,0.01864414,0.01530583,0.01339081,0.009370985,0.01251645
6,2325,0.01764911,0.01446474,0.01265496,0.008855862,0.01182857
6,2340,0.01671007,0.01367246,0.0119618,0.008370628,0.0111806
6,2355,0.0158237,0.01292601,0.01130875,0.007913469,0.01057011
6,2370,0.01498693,0.01222263,0.01069337,0.007482694,0.00999486
6,2385,0.01419686,0.01155975,0.01011343,0.007076727,0.00945273
6,2400,0.01345078,0.01093493,0.009566788,0.00669407,0.008941726
6,2415,0.01274612,0.0103459,0.009051457,0.006333335,0.008459996
6,2430,0.01208049,0.009790527,0.008565568,0.005993214,0.008005789
6,2445,0.01145162,0.009266794,0.008107362,0.005672473,0.007577463
6,2460,0.0108574,0.008772836,0.007675207,0.005369971,0.007173489
6,2475,0.01029583,0.008306878,0.007267548,0.005084617,0.006792415
6,2490,0.009765039,0.007867269,0.006882942,0.004815402,0.006432891
6,2505,0.009263265,0.007452456,0.006520029,0.004561374,0.006093648
6,2520,0.008788844,0.007060973,0.006177527,0.004321636,0.005773485
6,2535,0.008340226,0.00669146,0.005854246,0.004095353,0.00547129
6,2550,0.007915939,0.006342622,0.005549054,0.003881734,0.005186005
6,2565,0.007514605,0.006013254,0.005260895,0.003680038,0.004916642
6,2580,0.007134929,0.005702222,0.004988779,0.003489574,0.004662278
6,2595,0.006775684,0.005408456,0.004731767,0.003309683,0.004422033
6,2610,0.006435727,0.00513096,0.004488991,0.003139758,0.004195095
6,2625,0.006113972,0.004868788,0.004259621,0.002979218,0.00398069
6,2640,0.005809399,0.004621057,0.004042885,0.002827521,0.003778095
6,2655,0.005521054,0.004386937,0.003838057,0.002684161,0.003586632
6,2670,0.005248028,0.004165641,0.00364445,0.002548655,0.003405658
6,2685,0.004989475,0.003956442,0.003461425,0.002420557,0.003234576
6,2700,0.004744591,0.003758644,0.003288375,0.002299441,0.003072819
6,2715,0.004512619,0.003571597,0.00312473,0.002184909,0.002919853
6,2730,0.004292852,0.003394692,0.002969959,0.002076588,0.002775183
6,2745,0.004084615,0.003227351,0.002823555,0.001974125,0.002638334
6,2760,0.003887278,0.003069035,0.002685047,0.001877188,0.002508867
6,2775,0.003700245,0.002919234,0.002553989,0.001785467,0.002386364
6,2790,0.003522952,0.002777469,0.002429961,0.001698666,0.002270431
6,2805,0.003354872,0.002643289,0.00231257,0.00161651,0.002160703
6,2820,0.003195503,0.002516269,0.002201442,0.001538739,0.00205683
6,2835,0.003044375,0.00239601,0.002096229,0.001465108,0.001958486
6,2850,0.002901042,0.002282134,0.001996601,0.001395386,0.001865363
6,2865,0.002765084,0.002174287,0.001902247,0.001329356,0.001777169
6,2880,0.002636107,0.002072135,0.001812876,0.001266813,0.001693634
7,0,0,0,0,0,0
7,3,14.89546,15.30345,13.49279,9.715373,12.67705
7,6,13.38393,12.46036,10.98609,7.714985,10.23003
7,9,11.55229,9.824035,8.661687,6.066246,8.057874
7,12,9.771526,7.976286,7.032558,4.923213,6.541342
7,15,8.268272,6.699214,5.906585,4.133753,5.493447
7,18,7.079221,5.799483,5.113308,3.577877,4.755329
7,21,6.168225,5.154746,4.544853,3.179857,4.226548
7,24,5.480879,4.685465,4.131097,2.8904,3.841785
7,27,4.965084,4.338373,3.825071,2.676488,3.557287
7,30,4.577501,4.077094,3.594706,2.515584,3.343184
7,33,4.284189,3.876504,3.417849,2.392134,3.17885
7,36,4.059552,3.719122,3.279088,2.295323,3.049936
7,39,3.884704,3.592665,3.167593,2.217558,2.946365
7,42,3.745863,3.488495,3.075747,2.153503,2.861048
7,45,3.63306,3.400477,2.998144,2.099374,2.788959
7,48,3.539112,3.324246,2.930932,2.05248,2.726516
7,51,3.458874,3.256711,2.871388,2.010918,2.671189
7,54,3.388667,3.195661,2.817561,1.97333,2.621166
7,57,3.325847,3.139501,2.768045,1.938734,2.57514
7,60,3.268522,3.087084,2.72183,1.906428,2.532176
7,63,3.215335,3.037585,2.678188,1.875907,2.491596
7,66,3.165316,2.990403,2.636588,1.846802,2.452911
7,69,3.117759,2.945096,2.596642,1.818845,2.415758
7,72,3.072145,2.901336,2.55806,1.791833,2.37987
7,75,3.028097,2.858878,2.520625,1.765618,2.345046
7,78,2.985344,2.817543,2.484181,1.740093,2.311141
7,81,2.943698,2.777202,2.448613,1.715177,2.27805
7,84,2.903016,2.737755,2.413833,1.69081,2.245691
7,87,2.863187,2.69912,2.379769,1.666943,2.213997
7,90,2.824126,2.661235,2.346366,1.643537,2.182917
7,93,2.785769,2.624048,2.313579,1.620561,2.152409
7,96,2.748066,2.587519,2.281373,1.597993,2.122442
7,99,2.710982,2.551618,2.249719,1.575811,2.092989
7,102,2.674486,2.516317,2.218595,1.553999,2.064028
7,105,2.638554,2.481592,2.187978,1.532544,2.03554
7,108,2.603164,2.447423,2.157852,1.511432,2.007507
7,111,2.568299,2.413792,2.1282,1.490654,1.979917
7,114,2.533941,2.380682,2.099008,1.470197,1.952754
7,117,2.50008,2.34808,2.070263,1.450055,1.926008
7,120,2.466702,2.315972,2.041954,1.430218,1.899667
7,135,2.306739,2.16247,1.906614,1.335388,1.773741
7,150,2.157589,2.019846,1.780864,1.247286,1.656743
7,165,2.01839,1.887116,1.663839,1.165303,1.547864
7,180,1.888423,1.763474,1.554826,1.088939,1.446443
7,195,1.767038,1.648216,1.453205,1.017756,1.3519
7,210,1.653638,1.540713,1.358421,0.9513654,1.263719
7,225,1.54768,1.440403,1.269979,0.8894185,1.18144
7,240,1.448658,1.346775,1.187429,0.8315998,1.104643
7,255,1.356107,1.259364,1.11036,0.7776207,1.032944
7,270,1.269595,1.17774,1.038394,0.7272164,0.9659939
7,285,1.188719,1.101509,0.971182,0.6801426,0.9034667
7,300,1.113105,1.030304,0.9084023,0.6361732,0.8450628
7,315,1.042404,0.9637882,0.8497559,0.5950991,0.7905043
7,330,0.9762916,0.9016455,0.7949658,0.556726,0.7395334
7,345,0.9144645,0.8435842,0.7437741,0.5208732,0.69191
7,360,0.8566419,0.7893317,0.6959406,0.4873726,0.6474109
7,375,0.8025581,0.738635,0.6512422,0.4560679,0.6058285
7,390,0.7519705,0.691256,0.6094689,0.4268118,0.5669672
7,405,0.704647,0.6469736,0.5704258,0.399468,0.5306459
7,420,0.6603715,0.6055807,0.5339304,0.3739085,0.4966948
7,435,0.618944,0.5668872,0.499815,0.3500159,0.4649577
7,450,0.580178,0.5307152,0.4679227,0.3276804,0.4352888
7,465,0.5439016,0.4968995,0.438108,0.3068,0.4075527
7,480,0.5099519,0.4652843,0.4102334,0.2872784,0.3816215
7,495,8.746454,7.134959,6.290774,4.402788,5.850839
7,510,5.025939,4.485171,3.9545,2.767539,3.677884
7,525,4.053633,3.782692,3.335136,2.335359,3.102445
7,540,3.663059,3.445146,3.037528,2.127501,2.825853
7,555,3.398188,3.194303,2.816364,1.972713,2.620156
7,570,3.171388,2.975524,2.62347,1.837581,2.440691
7,585,2.964413,2.776095,2.447637,1.714371,2.277085
7,600,2.772507,2.591961,2.285288,1.600613,2.126027
7,615,2.593772,2.421142,2.134681,1.49509,1.985898
7,630,2.427026,2.262307,1.994639,1.396979,1.855603
7,645,2.271355,2.114419,1.864248,1.305637,1.734291
7,660,2.125951,1.976588,1.742725,1.220512,1.621232
7,675,1.990094,1.848044,1.62939,1.141126,1.515793
7,690,1.863133,1.728106,1.523643,1.067058,1.417414
7,705,1.744466,1.616158,1.424939,0.9979248,1.325588
7,720,1.633531,1.511634,1.332782,0.9333782,1.239854
7,735,1.529812,1.41402,1.246718,0.8730997,1.159787
7,750,1.432828,1.322842,1.166328,0.8167968,1.085001
7,765,1.342133,1.237665,1.091228,0.764199,1.015136
7,780,1.25731,1.158081,1.021061,0.7150561,0.9498593
7,795,1.177972,1.083716,0.9554946,0.6691363,0.8888637
7,810,1.103758,1.014222,0.8942225,0.626224,0.8318629
7,825,1.034332,0.9492724,0.8369576,0.5861185,0.7785901
7,840,0.9693776,0.8885655,0.7834334,0.5486329,0.7287972
7,855,0.9086025,0.8318195,0.7334014,0.5135932,0.6822531
7,870,0.8517327,0.7787716,0.6866299,0.4808371,0.6387424
7,885,0.7985125,0.7291769,0.6429031,0.4502136,0.5980641
7,900,0.7487031,0.6828071,0.6020197,0.4215814,0.5600311
7,915,0.7020814,0.6394487,0.5637912,0.3948088,0.5244679
7,930,0.6584398,0.5989034,0.5280432,0.3697733,0.4912123
7,945,0.6175835,0.5609853,0.4946114,0.3463601,0.4601115
7,960,0.5793322,0.5255224,0.4633443,0.324463,0.4310245
7,975,8.811797,7.191586,6.340701,4.437744,5.89728
7,990,5.08748,4.538422,4.001451,2.800409,3.721556
7,1005,4.111628,3.832777,3.379295,2.366275,3.143521
7,1020,3.717675,3.492233,3.079044,2.156566,2.86447
7,1035,3.449678,3.23861,2.855429,2.000062,2.656493
7,1050,3.219926,3.017213,2.660227,1.863314,2.47488
7,1065,3.010167,2.815323,2.482223,1.738584,2.309256
7,1080,2.815634,2.628871,2.317832,1.623396,2.156297
7,1095,2.634428,2.455877,2.165306,1.51653,2.014384
7,1110,2.465378,2.295012,2.023474,1.417166,1.882424
7,1125,2.307525,2.145207,1.891393,1.324641,1.759541
7,1140,2.160065,2.005575,1.768282,1.238403,1.645004
7,1155,2.022288,1.875349,1.653464,1.157979,1.538185
7,1170,1.893521,1.75383,1.546323,1.082935,1.438509
7,1185,1.773143,1.640391,1.446305,1.012882,1.345461
7,1200,1.660598,1.534465,1.352912,0.9474697,1.258577
7,1215,1.555366,1.435536,1.265688,0.8863796,1.177433
7,1230,1.45696,1.343124,1.18421,0.8293142,1.101633
7,1245,1.364923,1.256784,1.108086,0.7759994,1.030815
7,1260,1.278837,1.176109,1.036956,0.7261826,0.9646436
7,1275,1.19831,1.100717,0.9704842,0.6796288,0.9028058
7,1290,1.122976,1.030257,0.9083599,0.63612,0.8450123
7,1305,1.052492,0.9643977,0.8502933,0.5954531,0.7909938
7,1320,0.986542,0.9028353,0.7960148,0.5574394,0.7404993
7,1335,0.9248278,0.8452842,0.7452729,0.5219027,0.6932949
7,1350,0.867073,0.791479,0.6978338,0.4886793,0.6491631
7,1365,0.8130185,0.7411718,0.6534788,0.4576159,0.6079006
7,1380,0.7624225,0.6941314,0.6120041,0.4285698,0.5693175
7,1395,0.7150593,0.6501422,0.5732195,0.4014078,0.533237
7,1410,0.6707183,0.6090029,0.5369477,0.3760057,0.4994942
7,1425,0.6292028,0.5705261,0.5030234,0.3522477,0.4679353
7,1440,0.5903291,0.5345365,0.4712919,0.3300254,0.4384163
7,1455,0.5539247,0.5008699,0.4416086,0.3092377,0.4108028
7,1470,0.5198302,0.4693746,0.4138398,0.2897907,0.3849702
7,1485,0.487895,0.4399072,0.3878588,0.271596,0.3608009
7,1500,0.4579808,0.4123361,0.3635499,0.2545722,0.338187
7,1515,0.4299559,0.3865364,0.3408027,0.2386422,0.3170261
