"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|ArterialBlood|Plasma|Aciclovir|Concentration in container [µmol/l]","Organism|ArterialBlood|Plasma|Aciclovir|Plasma Unbound [µmol/l]","Organism|ArterialBlood|BloodCells|Aciclovir|Concentration in container [µmol/l]","Organism|ArterialBlood|Aciclovir|Whole Blood [µmol/l]"
12,2340,0.5394437,0.5149451,0.4241202,0.2926882,0.4104844
12,2355,0.5238186,0.4999913,0.4118039,0.2841884,0.3985639
12,2370,0.5086494,0.4854758,0.3998486,0.2759379,0.386993
12,2385,0.4939228,0.4713858,0.3882438,0.2679291,0.3757612
12,2400,0.4796259,0.4577087,0.3769791,0.2601551,0.3648585
12,2415,0.4657458,0.4444321,0.3660442,0.2526087,0.3542751
12,2430,0.4522702,0.4315442,0.3554294,0.2452832,0.3440016
12,2445,0.4391875,0.4190335,0.3451253,0.2381722,0.3340287
12,2460,0.4264859,0.4068888,0.3351227,0.2312692,0.3243476
12,2475,0.4141544,0.3950993,0.3254126,0.224568,0.3149496
12,2490,0.402182,0.3836546,0.3159864,0.2180628,0.3058265
12,2505,0.3905581,0.3725443,0.3068357,0.2117478,0.29697
12,2520,0.3792727,0.3617586,0.2979524,0.2056173,0.2883722
12,2535,0.3683157,0.3512881,0.2893287,0.1996658,0.2800256
12,2550,0.3576775,0.3411233,0.2809567,0.1938882,0.2719228
12,2565,0.3473488,0.3312552,0.2728291,0.1882792,0.2640565
12,2580,0.3373206,0.3216752,0.2649388,0.182834,0.2564198
12,2595,0.3275839,0.3123747,0.2572787,0.1775476,0.2490059
12,2610,0.3181303,0.3033454,0.249842,0.1724154,0.2418083
12,2625,0.3089515,0.2945794,0.2426221,0.1674328,0.2348205
12,2640,0.3000395,0.2860689,0.2356127,0.1625956,0.2280364
12,2655,0.2913864,0.2778065,0.2288076,0.1578992,0.2214501
12,2670,0.2829846,0.2697848,0.2222008,0.1533397,0.2150556
12,2685,0.2748269,0.2619968,0.2157864,0.148913,0.2088474
12,2700,0.2669061,0.2544355,0.2095587,0.1446153,0.20282
12,2715,0.2592152,0.2470944,0.2035124,0.1404426,0.1969681
12,2730,0.2517476,0.239967,0.1976421,0.1363914,0.1912865
12,2745,0.2444967,0.2330469,0.1919426,0.1324581,0.1857702
12,2760,0.2374563,0.2263283,0.186409,0.1286393,0.1804144
12,2775,0.2306201,0.219805,0.1810363,0.1249315,0.1752145
12,2790,0.2239823,0.2134715,0.1758199,0.1213316,0.1701657
12,2805,0.217537,0.2073222,0.1707551,0.1178363,0.1652638
12,2820,0.2112786,0.2013516,0.1658376,0.1144427,0.1605044
12,2835,0.2052017,0.1955545,0.161063,0.1111476,0.1558833
12,2850,0.199301,0.1899259,0.1564272,0.1079484,0.1513964
12,2865,0.1935714,0.1844608,0.151926,0.1048421,0.14704
12,2880,0.1880079,0.1791545,0.1475556,0.101826,0.1428101
13,0,0,0,0,0,0
13,3,15.61001,16.38385,13.74903,9.734556,13.25868
13,6,13.94607,13.02399,10.9295,7.616022,10.48225
13,9,12.17035,10.63519,8.924861,6.197166,8.54932
13,12,10.48258,8.839169,7.41767,5.146169,7.103458
13,15,9.0411,7.571471,6.353842,4.40586,6.083634
13,18,7.884317,6.667522,5.595263,3.878428,5.356648
13,21,6.985343,6.012449,5.045538,3.49656,4.829981
13,24,6.297713,5.530326,4.640949,3.215787,4.442492
13,27,5.774982,5.169954,4.338531,3.006126,4.152955
13,30,5.377388,4.896134,4.108747,2.846969,3.933027
13,33,5.073234,4.684245,3.930933,2.723913,3.762889
13,36,4.838124,4.516984,3.790571,2.626847,3.628619
13,39,4.653765,4.38206,3.677346,2.54859,3.520329
13,42,4.506608,4.270702,3.583895,2.484025,3.430964
13,45,4.386707,4.17663,3.504953,2.429493,3.355476
13,48,4.286783,4.095301,3.436702,2.382345,3.290212
13,51,4.20154,4.02343,3.376389,2.340672,3.232534
13,54,4.127143,3.95866,3.322035,2.303106,3.180549
13,57,4.060805,3.899274,3.2722,2.268649,3.13288
13,60,4.000498,3.84401,3.225823,2.236571,3.088513
13,63,3.944745,3.791946,3.182132,2.206338,3.04671
13,66,3.892475,3.74241,3.140563,2.177562,3.006931
13,69,3.842906,3.694903,3.100696,2.149955,2.968778
13,72,3.795472,3.649058,3.062223,2.123305,2.931954
13,75,3.749735,3.604587,3.024904,2.097447,2.896231
13,78,3.705378,3.561278,2.98856,2.072259,2.861439
13,81,3.66217,3.518976,2.953061,2.047652,2.827453
13,84,3.619944,3.477562,2.918307,2.023558,2.79418
13,87,3.578577,3.436947,2.884223,1.999926,2.761547
13,90,3.537974,3.397059,2.85075,1.976715,2.729497
13,93,3.498057,3.357841,2.817839,1.953892,2.697985
13,96,3.458769,3.319245,2.78545,1.93143,2.666971
13,99,3.420062,3.281234,2.753552,1.909307,2.636428
13,102,3.381903,3.243778,2.72212,1.887507,2.606331
13,105,3.344265,3.206854,2.691134,1.866016,2.57666
13,108,3.307124,3.170439,2.660575,1.844822,2.547399
13,111,3.270463,3.134517,2.63043,1.823914,2.518533
13,114,3.234265,3.099071,2.600684,1.803282,2.49005
13,117,3.198516,3.064086,2.571326,1.78292,2.461938
13,120,3.163205,3.029551,2.542344,1.762819,2.434187
13,135,2.992873,2.86325,2.402787,1.66603,2.300557
13,150,2.832275,2.706843,2.271534,1.575004,2.174879
13,165,2.680697,2.559516,2.1479,1.489267,2.056499
13,180,2.537534,2.420597,2.031321,1.408427,1.944877
13,195,2.402277,2.289529,1.921331,1.332157,1.839564
13,210,2.274459,2.165811,1.817509,1.260167,1.740158
13,225,2.153638,2.048988,1.719474,1.192189,1.646293
13,240,2.039414,1.938649,1.626879,1.127985,1.557637
13,255,1.931412,1.834412,1.539405,1.067333,1.473885
13,270,1.829278,1.735924,1.456756,1.010026,1.394752
13,285,1.732684,1.642855,1.378654,0.9558722,1.319973
13,300,1.641321,1.554897,1.304841,0.904693,1.249301
13,315,1.554897,1.471761,1.235075,0.8563197,1.182504
13,330,1.473138,1.393176,1.169128,0.8105943,1.119362
13,345,1.395787,1.318886,1.106785,0.7673683,1.059673
13,360,1.322599,1.248651,1.047845,0.7265019,1.003241
13,375,1.253344,1.182245,0.992119,0.6878635,0.949886
13,390,1.187808,1.119456,0.939427,0.6513292,0.8994362
13,405,1.125787,1.060081,0.8896011,0.6167822,0.8517308
13,420,1.067087,1.003932,0.8424812,0.5841115,0.8066161
13,435,1.011527,0.9508271,0.7979168,0.5532128,0.7639484
13,450,0.9589329,0.9005992,0.7557665,0.5239879,0.7235919
13,465,0.9091422,0.8530878,0.7158959,0.4963436,0.6854181
13,480,0.8620029,0.808144,0.6781797,0.4701933,0.6493071
13,495,9.858471,8.337085,6.99633,4.85131,6.698771
13,510,6.152504,5.621533,4.717489,3.269017,4.515851
13,525,5.121808,4.86399,4.081772,2.829408,3.907737
13,540,4.697686,4.495336,3.772404,2.615521,3.611823
13,555,4.411022,4.221827,3.542881,2.456564,3.392154
13,570,4.165306,3.982074,3.341684,2.317083,3.199528
13,585,3.939393,3.761349,3.156456,2.188627,3.02217
13,600,3.727805,3.555142,2.983411,2.068613,2.856473
13,615,3.528565,3.361492,2.820903,1.95591,2.700868
13,630,3.340591,3.179201,2.667928,1.849825,2.554394
13,645,3.163062,3.007363,2.523725,1.749826,2.416321
13,660,2.995311,2.845241,2.387675,1.655485,2.286056
13,675,2.836765,2.692208,2.259253,1.566437,2.163096
13,690,2.686873,2.547693,2.137978,1.482345,2.046979
13,705,2.545123,2.411171,2.023411,1.402906,1.937286
13,720,2.411054,2.28217,1.915156,1.327845,1.833637
13,735,2.284241,2.16026,1.812851,1.256909,1.735685
13,750,2.164281,2.045035,1.716156,1.189865,1.643105
13,765,2.050785,1.936111,1.624749,1.126487,1.555588
13,780,1.943394,1.833133,1.538332,1.066568,1.472847
13,795,1.841772,1.735767,1.456624,1.009915,1.394616
13,810,1.745603,1.643699,1.379363,0.9563457,1.320643
13,825,1.654584,1.556634,1.306299,0.905687,1.250689
13,840,1.568432,1.474293,1.2372,0.8577767,1.18453
13,855,1.486881,1.396413,1.171844,0.8124624,1.121956
13,870,1.409679,1.322748,1.110026,0.7696007,1.062769
13,885,1.336591,1.253064,1.051549,0.7290559,1.00678
13,900,1.26739,1.187143,0.9962287,0.6906999,0.9538146
13,915,1.201865,1.124775,0.943891,0.6544119,0.9037044
13,930,1.139817,1.065765,0.8943709,0.6200774,0.856292
13,945,1.081055,1.009929,0.8475137,0.5875894,0.8114291
13,960,1.025401,0.95709,0.8031726,0.556846,0.7689753
13,975,10.01379,8.478553,7.115048,4.933609,6.812429
13,990,6.30016,5.755889,4.830238,3.347181,4.623796
13,1005,5.262156,4.991593,4.188855,2.903644,4.010257
13,1020,4.831173,4.616597,3.874165,2.686067,3.709248
13,1035,4.537909,4.337009,3.639539,2.523573,3.484694
13,1050,4.285957,4.091507,3.433519,2.380747,3.28745
13,1065,4.054139,3.865336,3.24372,2.249122,3.105715
13,1080,3.836957,3.65397,3.066346,2.126107,2.935874
13,1095,3.632368,3.455404,2.899712,2.010544,2.77632
13,1110,3.439318,3.26845,2.742824,1.901746,2.626099
13,1125,3.256971,3.092189,2.594909,1.799174,2.484472
13,1140,3.084655,2.925876,2.455342,1.702395,2.35084
13,1155,2.921762,2.768859,2.323576,1.611028,2.224679
13,1170,2.767736,2.620559,2.199126,1.524735,2.105522
13,1185,2.622067,2.480449,2.081548,1.443209,1.992947
13,1200,2.48428,2.348047,1.970438,1.366168,1.886564
13,1215,2.35393,2.222904,1.86542,1.293352,1.786014
13,1230,2.230604,2.104606,1.766147,1.22452,1.690966
13,1245,2.11391,1.992766,1.672293,1.159445,1.601105
13,1260,2.003481,1.88702,1.583553,1.097916,1.516141
13,1275,1.898971,1.787025,1.499639,1.039734,1.435798
13,1290,1.800054,1.692459,1.420281,0.9847112,1.359818
13,1305,1.706423,1.60302,1.345226,0.9326713,1.287956
13,1320,1.617788,1.518424,1.274234,0.8834491,1.219986
13,1335,1.533876,1.438402,1.207081,0.8368886,1.155691
13,1350,1.454429,1.362701,1.143554,0.7928426,1.094867
13,1365,1.379206,1.291084,1.083454,0.751173,1.037326
13,1380,1.307975,1.223325,1.026592,0.7117477,0.9828835
13,1395,1.24052,1.159212,0.9727895,0.6744443,0.931371
13,1410,1.176635,1.098543,0.9218776,0.639145,0.8826261
13,1425,1.116128,1.041131,0.8736981,0.6057402,0.8364972
13,1440,1.058814,0.9867948,0.8281003,0.5741256,0.7928403
13,1455,1.004522,0.9353673,0.7849433,0.5442033,0.7515202
13,1470,0.9530886,0.8866889,0.7440932,0.5158806,0.712409
13,1485,0.9043577,0.8406081,0.705423,0.4890693,0.6753848
13,1500,0.8581842,0.7969831,0.6688138,0.4636869,0.6403339
13,1515,0.8144327,0.7556822,0.6341549,0.4396569,0.6071503
13,1530,0.7729688,0.7165747,0.6013365,0.416903,0.575729
13,1545,0.7336731,0.6795442,0.5702612,0.3953576,0.5459765
13,1560,0.6964312,0.6444799,0.5408358,0.3749563,0.5178038
13,1575,0.6611296,0.6112714,0.5129678,0.3556347,0.4911222
13,1590,0.6276673,0.5798207,0.486575,0.337336,0.4658529
13,1605,0.5959466,0.550033,0.4615778,0.3200049,0.4419198
13,1620,0.5658734,0.5218174,0.4378997,0.3035885,0.4192498
13,1635,0.5373601,0.4950889,0.4154696,0.2880373,0.3977747
13,1650,0.5103236,0.4697671,0.3942201,0.2733046,0.3774298
13,1665,0.4846857,0.4457764,0.3740875,0.2593465,0.3581543
13,1680,0.460371,0.423044,0.3550108,0.2461203,0.3398899
13,1695,0.4373097,0.4015024,0.3369336,0.2335872,0.3225822
13,1710,0.4154356,0.381088,0.3198021,0.2217098,0.3061802
13,1725,0.3946856,0.3617396,0.3035653,0.2104527,0.2906347
13,1740,0.3750004,0.3434005,0.2881755,0.1997828,0.2759002
13,1755,0.3563243,0.3260168,0.2735874,0.1896688,0.2619332
13,1770,0.3386041,0.3095375,0.2597583,0.1800811,0.248693
13,1785,0.3217897,0.2939145,0.2466477,0.1709915,0.2361407
13,1800,0.3058336,0.2791021,0.2342175,0.1623736,0.2242397
13,1815,0.2906909,0.2650573,0.2224313,0.1542022,0.2129554
13,1830,0.2763192,0.2517395,0.2112552,0.1464539,0.2022552
13,1845,0.2626781,0.2391097,0.2006565,0.1391059,0.1921079
13,1860,0.2497291,0.2271316,0.1906047,0.132137,0.1824841
13,1875,0.2374367,0.2157708,0.1810709,0.1255273,0.1733563
13,1890,0.2257662,0.2049943,0.1720275,0.1192576,0.164698
13,1905,0.2146854,0.1947713,0.1634486,0.1133099,0.1564845
13,1920,0.2041638,0.1850729,0.1553098,0.1076674,0.1486923
13,1935,0.1941723,0.1758711,0.1475879,0.1023139,0.1412992
13,1950,0.1846835,0.16714,0.1402609,0.0972342,0.1342843
13,1965,0.1756714,0.1588549,0.1333081,0.092414,0.1276277
13,1980,0.1671115,0.1509923,0.12671,0.08783965,0.1213106
13,1995,0.1589805,0.1435303,0.120448,0.08349834,0.1153153
13,2010,0.1512564,0.1364478,0.1145045,0.07937784,0.1096249
13,2025,0.1439181,0.129725,0.1088629,0.07546663,0.1042236
13,2040,0.1369461,0.1233433,0.1035075,0.07175385,0.09909628
13,2055,0.1303214,0.1172848,0.09842329,0.06822912,0.09422863
13,2070,0.1240263,0.1115326,0.09359617,0.06488261,0.08960713
13,2085,0.118044,0.106071,0.08901289,0.06170516,0.08521908
13,2100,0.1123584,0.1008848,0.0846607,0.05868793,0.08105227
13,2115,0.1069545,0.09595969,0.08052763,0.05582261,0.07709526
13,2130,0.101818,0.09128226,0.07660242,0.05310139,0.07333726
13,2145,0.09693512,0.08683965,0.07287426,0.0505168,0.06976791
13,2160,0.09229317,0.08261979,0.06933302,0.04806179,0.06637753
13,2175,0.08787992,0.07861121,0.0659691,0.04572972,0.06315691
13,2190,0.08368377,0.07480302,0.06277334,0.04351423,0.06009729
13,2205,0.07969379,0.07118498,0.05973715,0.04140937,0.05719044
13,2220,0.07589958,0.06774733,0.05685233,0.03940945,0.05442853
13,2235,0.07229124,0.0644808,0.05411112,0.03750909,0.0518041
13,2250,0.0688595,0.06137669,0.05150621,0.03570323,0.04931017
13,2265,0.06559543,0.05842669,0.04903062,0.03398703,0.04694005
13,2280,0.06249061,0.05562291,0.04667773,0.03235589,0.04468741
13,2295,0.05953712,0.05295796,0.04444136,0.03080553,0.04254631
13,2310,0.05672735,0.05042474,0.04231552,0.0293318,0.04051106
13,2325,0.0540541,0.04801655,0.04029462,0.02793082,0.03857626
13,2340,0.05151063,0.0457271,0.03837335,0.02659892,0.03673685
13,2355,0.04909042,0.04355034,0.03654665,0.02533257,0.03498799
13,2370,0.04678735,0.04148058,0.03480975,0.02412848,0.03332509
13,2385,0.04459563,0.03951244,0.03315812,0.02298351,0.03174384
13,2400,0.04250972,0.03764078,0.03158746,0.02189467,0.03024011
13,2415,0.04052437,0.03586074,0.03009369,0.02085913,0.02880999
13,2430,0.03863464,0.03416774,0.02867295,0.01987423,0.02744979
13,2445,0.03683577,0.03255739,0.02732157,0.01893741,0.026156
13,2460,0.03512332,0.03102556,0.02603609,0.01804627,0.0249253
13,2475,0.033493,0.02956832,0.0248132,0.01719853,0.02375452
13,2490,0.03194078,0.02818192,0.02364975,0.016392,0.02264066
13,2505,0.03046284,0.02686285,0.02254282,0.01562464,0.0215809
13,2520,0.02905553,0.02560775,0.02148956,0.0148945,0.02057252
13,2535,0.02771536,0.02441342,0.0204873,0.01419971,0.01961298
13,2550,0.02643909,0.02327686,0.01953352,0.01353853,0.01869985
13,2565,0.02522358,0.0221952,0.01862581,0.01290928,0.01783082
13,2580,0.02406586,0.0211657,0.01776187,0.01231039,0.0170037
13,2595,0.02296313,0.0201858,0.01693956,0.01174035,0.01621644
13,2610,0.0219127,0.01925305,0.01615681,0.01119773,0.01546705
13,2625,0.02091203,0.0183651,0.01541166,0.01068118,0.01475366
13,2640,0.01995872,0.01751977,0.01470227,0.01018943,0.01407451
13,2655,0.01905046,0.01671494,0.01402688,0.009721236,0.0134279
13,2670,0.01818508,0.01594863,0.0133838,0.009275454,0.01281224
13,2685,0.01736051,0.01521896,0.01277147,0.008850982,0.01222601
13,2700,0.01657477,0.01452411,0.01218837,0.008446773,0.01166776
13,2715,0.01582599,0.0138624,0.01163307,0.008061837,0.01113613
13,2730,0.01511239,0.01323219,0.01110422,0.007695233,0.01062982
13,2745,0.01443228,0.01263195,0.01060051,0.00734606,0.01014758
13,2760,0.01378406,0.01206023,0.01012073,0.007013477,0.009688256
13,2775,0.0131662,0.01151563,0.009663706,0.006696671,0.009250717
13,2790,0.01257723,0.01099682,0.009228335,0.006394874,0.008833907
13,2805,0.01201578,0.01050257,0.00881357,0.006107361,0.008436824
13,2820,0.01148053,0.01003169,0.008418408,0.005833438,0.008058509
13,2835,0.01097023,0.009583022,0.008041898,0.005572444,0.00769805
13,2850,0.01048369,0.009155516,0.007683143,0.005323758,0.00735459
13,2865,0.01001979,0.00874814,0.00734128,0.005086784,0.007027302
13,2880,0.009577441,0.008359924,0.007015497,0.004860955,0.006715409
14,0,0,0,0,0,0
14,3,15.53562,14.19592,11.68242,8.535351,11.76066
14,6,12.60813,10.91735,8.984346,6.392404,8.970657
14,9,9.979549,8.322327,6.848791,4.864372,6.834667
14,12,7.940786,6.632934,5.458519,3.874983,5.446425
14,15,6.481383,5.515994,4.539342,3.221044,4.528675
14,18,5.466766,4.761421,3.918373,2.779496,3.90877
14,21,4.765398,4.240804,3.489935,2.475066,3.481159
14,24,4.276924,3.873064,3.187306,2.260192,3.179184
14,27,3.930969,3.606011,2.967538,2.10427,2.959941
14,30,3.67984,3.405811,2.802784,1.987459,2.795616
14,33,3.491815,3.250325,2.674829,1.896787,2.668015
14,36,3.345922,3.125045,2.57173,1.823755,2.565212
14,39,3.228324,3.020379,2.485596,1.76275,2.479329
14,42,3.129879,2.929981,2.411205,1.710061,2.405155
14,45,3.044578,2.849659,2.345104,1.663238,2.339244
14,48,2.968444,2.776603,2.284983,1.620643,2.279293
14,51,2.898829,2.708925,2.229288,1.581175,2.223752
14,54,2.833974,2.645352,2.176971,1.544092,2.171575
14,57,2.772705,2.585016,2.127318,1.50889,2.122052
14,60,2.714219,2.527312,2.079831,1.475217,2.074687
14,63,2.657966,2.471812,2.034158,1.442827,2.029129
14,66,2.603573,2.418218,1.990053,1.411544,1.985133
14,69,2.55079,2.366318,1.947342,1.381248,1.942527
14,72,2.499435,2.315952,1.905894,1.351845,1.90118
14,75,2.449376,2.266994,1.865605,1.323263,1.860988
14,78,2.400511,2.219348,1.826394,1.295445,1.821872
14,81,2.352768,2.172935,1.7882,1.268348,1.78377
14,84,2.30609,2.127693,1.750968,1.241934,1.746627
14,87,2.26043,2.083567,1.714654,1.216171,1.710401
14,90,2.215748,2.040507,1.679219,1.191031,1.675051
14,93,2.172011,1.998473,1.644627,1.16649,1.640542
14,96,2.129188,1.957424,1.610846,1.142524,1.606843
14,99,2.087253,1.917327,1.577849,1.119115,1.573925
14,102,2.046182,1.878149,1.545608,1.096243,1.541762
14,105,2.005954,1.839862,1.5141,1.073891,1.510331
14,108,1.966548,1.802438,1.483302,1.052043,1.479608
14,111,1.927945,1.765852,1.453194,1.030684,1.449573
14,114,1.890126,1.730078,1.423753,1.0098,1.420204
14,117,1.853072,1.695092,1.394962,0.9893762,1.391483
14,120,1.816767,1.660874,1.366803,0.9694008,1.363393
14,135,1.645881,1.500554,1.234869,0.8758149,1.231783
14,150,1.491395,1.356561,1.116371,0.7917632,1.113577
14,165,1.351676,1.226991,1.009742,0.7161319,1.007212
14,180,1.22526,1.110225,0.9136503,0.6479754,0.9113586
14,195,1.110855,1.004888,0.8269641,0.5864906,0.8248875
14,210,1.007298,0.9097847,0.7486999,0.5309798,0.7468176
14,225,0.9135449,0.8238683,0.6779958,0.4808312,0.676289
14,240,0.8286576,0.7462162,0.6140926,0.4355065,0.6125447
14,255,0.7517891,0.6760086,0.5563158,0.3945273,0.5549115
14,270,0.6821741,0.6125138,0.5040633,0.3574663,0.5027889
14,285,0.6191212,0.5550761,0.4567954,0.323941,0.4556386
14,300,0.5620055,0.5031074,0.4140281,0.293608,0.4129778
14,315,0.5102618,0.4560786,0.3753262,0.2661585,0.3743724
14,330,0.4633788,0.4135132,0.3402973,0.2413142,0.3394308
14,345,0.4208943,0.374982,0.3085884,0.2188249,0.307801
14,360,0.3823921,0.3400995,0.2798822,0.1984653,0.2791665
14,375,0.3474947,0.3085169,0.2538915,0.1800319,0.2532409
14,390,0.3158607,0.2799191,0.2303571,0.1633408,0.2297655
14,405,0.2871808,0.2540207,0.2090443,0.1482254,0.2085061
14,420,0.2611743,0.2305634,0.1897403,0.1345348,0.1892506
14,435,0.2375881,0.2093143,0.1722535,0.1221331,0.1718077
14,450,0.2161932,0.1900629,0.1564107,0.1108976,0.1560049
14,465,0.196783,0.1726196,0.1420559,0.1007174,0.1416863
14,480,0.1791704,0.1568127,0.1290477,0.0914923,0.1287109
14,495,6.644591,5.658467,4.65659,3.304169,4.645616
14,510,3.828532,3.535331,2.909372,2.063024,2.901925
14,525,3.180071,2.967379,2.441981,1.731917,2.435866
14,540,2.837746,2.634357,2.167923,1.537666,2.162545
14,555,2.562051,2.364371,1.94574,1.380069,1.94091
14,570,2.318551,2.129104,1.752129,1.242714,1.747766
14,585,2.099802,1.920506,1.580465,1.120932,1.576518
14,600,1.902435,1.734273,1.427206,1.012215,1.423634
14,615,1.724135,1.567395,1.289875,0.9148027,1.286641
14,630,1.562912,1.417454,1.166482,0.8272802,1.163553
14,645,1.417059,1.28248,1.055407,0.7484958,1.052753
14,660,1.285062,1.160807,0.9552764,0.677476,0.9528711
14,675,1.165576,1.051013,0.8649228,0.613391,0.8627421
14,690,1.057394,0.9518623,0.7833274,0.5555184,0.7813497
14,705,0.9594293,0.8622692,0.7095974,0.5032247,0.7078033
14,720,0.8707049,0.7812754,0.6429443,0.4559504,0.6413161
14,735,0.7903386,0.708029,0.5826668,0.4131983,0.5811888
14,750,0.7175348,0.6417709,0.5281402,0.3745253,0.5267982
14,765,0.6515743,0.5818208,0.4788047,0.3395343,0.4775858
14,780,0.591806,0.5275666,0.4341566,0.307868,0.4330492
14,795,0.5376413,0.4784576,0.3937428,0.279205,0.3927364
14,810,0.4885484,0.433999,0.3571559,0.2532565,0.3562411
14,825,0.4440463,0.3937448,0.3240291,0.2297621,0.3231972
14,840,0.4037002,0.3572927,0.2940312,0.208487,0.2932745
14,855,0.3671169,0.3242796,0.2668633,0.1892193,0.2661748
14,870,0.3339401,0.2943769,0.2422551,0.1717671,0.2416285
14,885,0.3038476,0.2672877,0.2199622,0.1559571,0.2193917
14,900,0.2765481,0.2427443,0.1997644,0.1416332,0.1992449
14,915,0.2517774,0.2205037,0.1814618,0.1286534,0.1809885
14,930,0.2292975,0.2003476,0.1648745,0.1168902,0.1644431
14,945,0.2088927,0.1820781,0.1498397,0.1062282,0.1494465
14,960,0.1903675,0.1655162,0.1362102,0.09656297,0.1358516
14,975,6.654924,5.666493,4.663195,3.308844,4.6522
14,990,3.838107,3.542695,2.915432,2.067313,2.907965
14,1005,3.188967,2.974194,2.447589,1.735886,2.441457
14,1020,2.845988,2.640639,2.173092,1.541325,2.167699
14,1035,2.569686,2.370161,1.950505,1.383441,1.945661
14,1050,2.325635,2.13445,1.756529,1.245827,1.752152
14,1065,2.106366,1.925436,1.584522,1.123803,1.580562
14,1080,1.908553,1.738845,1.430968,1.014877,1.427384
14,1095,1.729827,1.571629,1.293359,0.9172675,1.290113
14,1110,1.568203,1.421371,1.169706,0.8295603,1.166766
14,1125,1.421985,1.286108,1.058393,0.7506079,1.055729
14,1140,1.289651,1.164171,0.9580455,0.6794346,0.955631
14,1155,1.169852,1.054134,0.8674908,0.6152074,0.8653016
14,1170,1.061381,0.9547593,0.7857114,0.5572044,0.7837257
14,1185,0.9631509,0.8649616,0.7118132,0.5047915,0.7100115
14,1200,0.8741811,0.7837791,0.6450047,0.4574073,0.6433695
14,1215,0.7935869,0.7103584,0.5845837,0.4145536,0.5830991
14,1230,0.7205712,0.6439393,0.5299246,0.3757868,0.5285764
14,1245,0.6544142,0.5838405,0.4804668,0.3407092,0.4792421
14,1260,0.5944639,0.5294497,0.4357063,0.3089634,0.4345934
14,1275,0.5401312,0.4802158,0.3951897,0.2802277,0.3941782
14,1290,0.4908821,0.4356407,0.358507,0.2542113,0.3575873
14,1305,0.4462344,0.3952778,0.3252906,0.2306536,0.3244542
14,1320,0.4057523,0.3587241,0.2952091,0.2093193,0.2944481
14,1335,0.3690416,0.3256162,0.2679632,0.1899964,0.2672707
14,1350,0.3357461,0.2956258,0.2432829,0.1724932,0.2426525
14,1365,0.3055432,0.268456,0.2209236,0.1566363,0.2203496
14,1380,0.2781409,0.2438378,0.2006644,0.1422688,0.2001414
14,1395,0.2532745,0.2215282,0.1823048,0.1292487,0.1818283
14,1410,0.2307053,0.2013078,0.1656647,0.1174482,0.1652303
14,1425,0.210217,0.1829786,0.1505808,0.1067515,0.1501847
14,1440,0.1916142,0.1663614,0.1369058,0.09705403,0.1365444
14,1455,0.1747196,0.151294,0.1245062,0.08826112,0.1241764
14,1470,0.1593731,0.1376296,0.1132612,0.08028712,0.1129601
14,1485,0.1454295,0.1252354,0.1030615,0.07305451,0.1027865
14,1500,0.1327575,0.1139914,0.09380829,0.06649318,0.093557
14,1515,0.1212383,0.103789,0.08541232,0.06053981,0.0851826
14,1530,0.1107644,0.0945301,0.07779278,0.05513709,0.07758269
14,1545,0.1012384,0.08612581,0.07087655,0.05023317,0.07068431
14,1560,0.09257204,0.07849571,0.06459741,0.04578107,0.06442142
14,1575,0.08468554,0.07156703,0.05889551,0.04173835,0.05873432
14,1590,0.07750657,0.06527388,0.05371661,0.03806653,0.0535689
14,1605,0.07096962,0.05955669,0.04901169,0.03473083,0.04887626
14,1620,0.06501541,0.05436152,0.04473637,0.0316998,0.04461214
14,1635,0.0595902,0.0496396,0.04085051,0.02894494,0.04073647
14,1650,0.0546453,0.0453467,0.0373177,0.02644046,0.03721297
14,1665,0.0501366,0.04144281,0.03410503,0.02416299,0.0340088
14,1680,0.04602414,0.03789173,0.0311827,0.02209141,0.03109422
14,1695,0.0422717,0.03466066,0.02852371,0.02020656,0.0284423
14,1710,0.03884643,0.03171988,0.02610362,0.01849111,0.02602868
14,1725,0.03571857,0.02904251,0.0239003,0.01692937,0.02383127
14,1740,0.03286115,0.02660421,0.02189372,0.01550713,0.02183009
14,1755,0.03024968,0.02438289,0.02006571,0.0142115,0.02000702
14,1770,0.02786195,0.02235858,0.01839981,0.01303082,0.01834565
14,1785,0.02567786,0.02051315,0.01688113,0.01195452,0.01683111
14,1800,0.02367911,0.01883021,0.01549617,0.01097302,0.01544994
14,1815,0.02184913,0.01729487,0.01423267,0.01007764,0.01418992
14,1830,0.02017288,0.01589367,0.01307956,0.009260516,0.01303999
14,1845,0.01863671,0.01461438,0.01202678,0.008514522,0.01199014
14,1860,0.0172282,0.01344592,0.01106521,0.007833188,0.01103125
14,1875,0.0159361,0.01237826,0.01018659,0.007210654,0.01015508
14,1890,0.01475018,0.01140228,0.00938341,0.006641606,0.00935417
14,1905,0.01366113,0.01050971,0.008648884,0.006121221,0.008621723
14,1920,0.01266051,0.009693074,0.007976837,0.005645123,0.00795159
14,1935,0.01174065,0.008945558,0.007361675,0.005209346,0.007338189
14,1950,0.01089457,0.008260995,0.006798319,0.004810289,0.006776454
14,1965,0.0101159,0.007633778,0.006282156,0.004444681,0.006261785
14,1980,0.00939887,0.007058823,0.005809001,0.004109554,0.005790006
14,1995,0.008738232,0.006531511,0.005375054,0.003802214,0.00535733
